,question,result
798,《솔로몬의 선택》 프로그램이 표절 논란을 받았던 적이 있었는지 여부와 그 이유는 무엇인가?,"1. 《솔로몬의 선택》 프로그램 표절한 사례가 있나요?
2. 《솔로몬의 선택》 프로그램 표절한 이유는 무엇인가요?"
282,"악어는 어떤 종류의 동물이며, 전 세계적으로 몇 종이 알려져 있는가?","1. 악어는 어떤 종류의 동물인가?
2. 악어는 전 세계적으로 몇 종이 알려져 있는가?"
180,"나폴레옹 3세는 어떤 년도에 대통령으로 선출되었으며, 그 후 어떻게 권력을 장악했습니까?","1. 나폴레옹 3세는 어떤 년도에 대통령으로 선출되었나요?
2. 나폴레옹 3세는 대통령 선출 이후 어떻게 권력 장악했나요?"
1230,"구덕환이 국회의원으로 선출되었던 시기는 언제이며, 그 이후의 행적은 무엇입니까?","1. 구덕환이 국회의원으로 선출되었던 시기는 언제인가요?
2. 국회의원으로 선출된 후 구덕환의 활동은 어떠한가요?"
1161,"김달수가 이주한 곳은 어디였으며, 그의 문학 작품에 대한 평가는 무엇인가?","1. 김달수가 이주한 곳은 어디인가?
2. 김달수의 문학 작품에 대한 평가는 무엇인가?"
691,아랍 문학이 아랍 문화와 사회에 미친 영향은 무엇인가?,"1. 아랍 문학이 아랍 문화에 미치는 영향은 무엇인가?
2. 아랍 문학이 아랍 사회에 미치는 영향은 무엇인가?"
322,"베스트팔렌 조약은 언제와 어디서 체결되었으며, 이 조약의 원인은 무엇인가?","1. 베스트팔렌 조약은 언제와 어디서 체결되었나요?
2. 베스트팔렌 조약의 원인은 무엇인가?"
1090,제니퍼 로페즈가 2001년에 출연한 영화 《웨딩 플래너》의 박스오피스 순위와 빌보드 200 순위는 각각 몇 번째였나?,"1. 제니퍼 로페즈가 2001년에 출연한 영화 《웨딩 플래너》의 박스오피스 순위는 몇번째인가?
2. 제니퍼 로페즈가 2001년에 출연한 영화 《웨딩 플래너》의 빌보드 200 순위는 몇번째인가?"
1086,"레오폴 1세는 벨기에 왕이 된 후에 어떤 정책을 추진했으며, 그 결과가 무엇인가?","1. 레오폴 1세가 벨기에 왕이 된 후에 어떤 정책을 추진했는가?
2. 레오폴 1세가 벨기에 왕이 된 후에 추진한 정책의 결과가 무엇인가?"
1017,"과거의 2009 개정 교육과정에서 어떤 교과목이 개편되었으며, 그 기간은 언제까지인가?","1. 2009 개정 교육과정에서 개편된 교과목은 무엇이 있었는가?
2. 2009 개정 교육과정의 개편 기간은 언제까지였는가?"
366,울티마 VII 이후로 시리즈의 경향과 평가는 어떠한가요?,"1. 울티마 VII 이후로 시리즈의 경향은 어떠한가요?
2. 울티마 VII 이후로 시리즈의 평가는 어떠한가요?"
632,"진먼 포격전은 언제부터 시작되었고, 얼마 동안 지속되었으며, 그 결과는 무엇이었나?","1. 진먼 포격전 시작 시기는 언제인가?
2. 진먼 포격전 기간 및 결과는 무엇인가?"
235,남해 미조리 상록수림의 특징과 기능은 무엇인가?,"1. 남해 미조리 상록수림의 특징은 무엇인가요?
2. 남해 미조리 상록수림의 기능은 무엇인가요?"
670,"튀르크족은 어디서 유래했으며, 초기에는 어떤 생활 방식을 가지고 있었습니까?","1. 튀르크족은 어디서 유래했습니까?
2. 튀르크족 초기 생활 방식은 무엇입니까?"
1041,"레드삭스가 월드 시리즈에서 몇 번이나 우승했으며, 그 중 가장 최근의 우승은 언제였는가?","1. 레드삭스 월드 시리즈 우승 횟수는 몇 번인가요?
2. 레드삭스 최근 월드 시리즈 우승 연도는 언제였는가?"
998,김승학(金承學)의 생애와 아호는 무엇인가?,"1. 김승학(金承學)의 생애에 대해 자세히 알려주세요.
2. 김승학(金承學)의 아호가 무엇인지 알려주세요."
241,"김부식이 어떤 직책을 지내었으며, 그 중에서 가장 높은 직책은 무엇인가?","1. 김부식은 어떤 직책을 지내었는가?
2. 김부식이 경험한 직책 중 가장 높은 직책은 무엇인가?"
1186,"프리드리히 아우구스투스 케쿨레 폰 슈트라도니츠는 독일 기센대학에 어떤 전공으로 입학하였고, 이후 어떤 학자와의 지도를 받았습니까?","1. 프리드리히 아우구스투스 케쿨레 폰 슈트라도니츠는 독일 기센대학에 어떤 전공으로 입학했는가?
2. 프리드리히 아우구스투스 케쿨레 폰 슈트라도니츠는 독일 기센대학에서 어떤 학자의 지도를 받았는가?"
669,이만수가 받은 상의 이름과 기간은 무엇인가?,"1. 이만수가 받은 상의 이름은 무엇인가?
2. 이만수가 받은 상의 기간은 어떻게 되는가?"
283,"악어는 무엇을 잡아먹으며, 천적은 무엇인가?","1. 악어는 무엇을 잡아먹나요?
2. 악어의 천적은 무엇인가요?"
1043,"록히드 F-117 나이트호크의 개발과 실전 배치는 언제부터 시작되었으며, 마지막 비행은 언제였는가?","1. 록히드 F-117 나이트호크 개발 시작 시기는 언제였는가?
2. 록히드 F-117 나이트호크 실전 배치 시작 시기는 언제였는가?
3. 록히드 F-117 나이트호크 마지막 비행 일자는 언제였는가?"
66,"그는 1019년 개성 수비 임무를 맡았을 때 어떤 역할을 했으며, 그 결과는 어떠한가?","1. 그는 1019년 개성 수비 임무를 맡았을 때 어떤 임무를 수행했나요?
2. 개성 수비 임무를 맡은 그의 결과는 무엇이었나요?"
564,주특기번호는 어떤 군사 특기에 따라 부여되는가?,"1. 군사특기에 따라 주특기번호 부여 기준은 무엇인가?
2. 군사 특기에 따라 주특기번호가 어떻게 결정되는가?"
1146,마나과에 있는 인종은 어떤 것들이고 언어는 무엇인지 알려주세요.,"1. 마나과에 있는 인종은 무엇이 있나요?
2. 마나과에 있는 인종별 언어는 무엇인가요?"
791,필리피코스가 단성론에 기울었지만 굳이 주장하지는 않았던 이유는 무엇인가?,"1. 필리피코스가 단성론에 기울었던 이유는 무엇인가?
2. 필리피코스가 단성론에 대해 주장하지 않은 이유는 무엇인가?"
1,"칠리 크래브를 처음 만들었던 사람은 누구이며, 언제부터 시작했는가?","1. 칠리 크래브를 처음 만들었던 사람은 누구인가?
2. 칠리 크래브가 언제부터 시작되었는가?"
760,"루쿨루스의 지휘권은 언제 폼페이우스에게 넘겨졌으며, 그 이유는 무엇인가요?","1. 루쿨루스의 지휘권이 폼페이우스에게 언제 넘어갔나요? 
2. 루쿨루스가 폼페이우스에게 지휘권을 넘긴 이유는 무엇인가요?"
100,"미국 뉴욕에서 《명성황후》를 관람한 사람들의 반응은 어떠하였으며, 어떤 평론가가 이 작품에 대해 어떻게 평가했는가?","1. 뉴욕에서 명성황후 관람 후 관객들 반응은 어떠했는가?
2. 뉴욕에서 명성황후 관람 후 평론가 평가는 어떠한가?"
883,다항식의 정의와 예시를 설명해 주세요.,"1. 다항식의 정의는 무엇인가?
2. 다항식의 예시를 알려주세요."
1170,전라선이 개통된 연도와 그 당시 역사의 양식은 무엇이었는지 알려주세요.,"1. 전라선 개통 연도는 언제인가?
2. 전라선 개통 당시의 역사의 양식은 무엇인가?"
258,"헌법재판소는 언제 출범하였으며, 그 원인은 무엇인가?","1. 헌법재판소는 언제 출범했는가?
2. 헌법재판소 출범 원인은 무엇인가?"
44,"프로그래머블 어레이 논리는 무엇이며, 어떻게 구성되어 있는가?","1. 프로그래머블 어레이 논리란 무엇이며, 어떻게 작동하는가?
2. 프로그래머블 어레이 논리의 구성 요소는 무엇이며, 어떻게 구성되어 있는가?"
662,표준 점수가 실제로 어떻게 사용되는지 예시를 들어 설명해 주세요.,"1. 표준 점수가 실제로 어떻게 사용되는지 교육 분야에서의 예시를 알려주세요
2. 표준 점수가 실제로 어떻게 활용되는지 산업 현장에서의 사례를 알려주세요."
671,"튀르크족의 문화적 특성과 공통 유전자 풀의 조상은 무엇이며, 역사적 경험은 어떻게 다른 민족 집단과 관련이 있습니까?","1. 튀르크족의 문화적 특성과 공통 유전자 풀의 조상은 무엇인가?
2. 튀르크족의 역사적 경험은 다른 민족 집단과 어떻게 관련이 있는가?"
27,"아프가니스탄의 독립은 언제 이루어졌으며, 이후에 어떤 사건이 발생했는가?","1. 아프가니스탄 독립 선포 날짜은 언제입니까?
2. 아프가니스탄 독립 이후 어떤 사건들이 발생했습니까?"
1117,"오버레이설주의 최대 도시는 어디이며, 그 외의 도시들은 몇 개가 있으며, 그 중 하나의 인구는 얼마인가?","1. 오버레이설주의 최대 도시는 어디인가요?
2. 오버레이설주의 최대 도시는 외의 도시들은 몇 개가 있나요?
3. 오버레이설주의 최대 도시는 외의 도시들 중 하나의 인구는 얼마입니까?"
21,"본방송의 횟수는 어떻게 결정되었고, 그 이유는 무엇인가?","1. 본방송 횟수 결정 방법은 어떻게 결정 되나요?
2. 본방송 횟수 결정 이유은 무엇인가요?"
147,"맨홀의 모양은 어떻게 생겼으며, 그렇게 만드는 이유는 무엇인가?","1. 맨홀이 모양은 어떻게 생겼나요?
2. 맨홀을 그 모양으로 만드는 이유가 있나요?"
958,니아메의 위치와 인구 성장에 대해 설명해주세요.,"1. 니아메의 위치는 어디에 있는가?
2. 니아메의 지역의 인구 성장에 대해 설명해주세요."
1078,오노 사토시가 자니즈 사무소에 발탁된 연도와 이유를 알려주세요.,"1. 오노 사토시가 자니즈 사무소에 발탁된 연도는 언제인가?
2. 오노 사토시가 자니즈 사무소에 발탁된 이유는 무엇인가?"
801,"1,2-다이클로로에테인은 주로 어떤 목적으로 사용되며, 중간체나 용매로 어떤 용도로 사용되는가?","1. 1,2-다이클로로에테인의 주요 사용 목적은 무엇인가?
2. 중간체로 사용되는 1,2-다이클로로에테인은 어떤 화합물의 합성에 주로 활용되는가?"
722,개방성 골절의 치료에 필요한 이유와 방법은 무엇인가?,"1. 개방성 골절의 치료에 필요한 이유는 무엇이며 어떤 방법이 효과적인가?
2. 개방성 골절을 치료하는 방법과 관련된 최신 연구 및 치료 기술은 무엇인가?"
601,관계형 데이터베이스에서 저장 프로시저(store procedure)의 역할과 장점을 설명해 주세요.,"1. 저장 프로시저의 역할은 무엇이며, 어떻게 사용되는가?
2. 관계형 데이터베이스에서 저장 프로시저의 장점은 무엇이 있는가?"
401,"브레멘에 관련된 유명한 이야기나 작품은 무엇인가? (예: 그림 형제의 동화, SV 베르더 브레멘 등)","1. 브레멘에 관련된 유명한 이야기는 무엇인가?
2. 브레멘에 관련된 유명한 작품은 무엇이 있는가?"
7,"요하네스버그의 명칭은 어떻게 유래되었으며, 도시가 어떤 시기를 거쳐 발전했는지 알려주세요.","1. 요하네스버그의 명칭은 어떻게 유래되었나?
2. 요하네스버그의 발전 역사은 어떤 과정을 거치나?"
143,"임페라토르 카이사르는 제위 기간은 언제이며, 그의 본명은 무엇인가?","1. 임페라토르 카이사르의 제위기간은 언제인가?
2. 임페라토르 카이사르의 본명은 무엇인가?"
1202,이암의 본관과 호는 무엇인가?,"1. 이암의 본관은 무엇인가?
2. 이암의 호는 무엇인가?"
335,창립 배경에서 서북청년회를 조직한 이유와 과정은 무엇이었을까요?,"1. 창립 배경에서 서북청년회를 조직한 이유는 무엇이었나요?
2. 서북청년회 조직한 과정은 어떻게 했나요?"
686,"축구공의 역사에서 가죽으로 만든 축구공은 어떻게 변천되었으며, 1986년 FIFA 월드컵부터 사용된 인조 합성 가죽의 특징이 무엇이었을까요?","1. 축구공의 역사에서 가죽으로 만든 축구공 변천사는 어떻게 진행되었나요?
2. 1986년 FIFA 월드컵부터 사용된 인조 합성 가죽 축구공 특징은 무엇인가요?"
313,"장대환 대표이사는 어떤 포럼을 통해 글로벌 리더들과 직접 교류할 수 있는 문화를 한국에 확산시켰으며, 그 시작 연도는 언제인가?","1. 장대환 대표이사는 어떤 포럼을 통해 글로벌 리더들과 직접 교류할 수 있는 문화를 한국에 확산시켰나요?
2. 장대환 대표이사는 포럼을 시작한 연도는 언제인가?"
141,"와트(W)와 관련된 국제단위계 접두어는 무엇이며, 어떤 단위가 많이 쓰이는가?","1. 와트(W)와 관련된 국제단위계 접두어는 무엇인가?
2. 와트(W)에 많이 쓰이는 단위는 무엇인가?"
683,10D의 단점과 후속 모델의 개선 사항은 무엇인가?,"1. 10D의 단점은 무엇인가요?
2. 10D의 후속 모델의 향상된 기능에 대해 설명해 주세요."
733,"2차 대전 이후의 일본 언론이나 정치인들이 중국을 공식적으로 지나라고 호칭하는 일은 없지만, 일부 우익 성향의 정치가들은 여전히 중국을 지나라고 지칭하고 있습니다. 이에 대한 이유와 중국 정부의 반응을 알려주세요.","1. 2차 대전 이후의 일본에서 중국을 지나라고 지칭하는 우익 성향의 정치가들은 누구인가?
2. 중국 정부는 우익 성향의 일본 정치인들이 중국을 지나라고 지칭하는 것에 대해 어떻게 반응하고 있는가?"
